dwc:datasetID;dc:creator;dwc:verbatimEventDate;EML:pubDate;dwc:reference;dwc:country;dwc:stateProvince;dwc:municipality;dwc:verbatimSite;dwc:decimalLatitude;dwc:decimalLongitude;EML:northBoundingCoordinate;EML:southBoundingCoordinate;dwc:verbatimCoordinates;dwc:minimumElevationInMeters;dwc:maxElevationInMeters;dwc:verbatimElevation;dwc:organismQuantityPlants;dwc:scientificNamePlants;dwc:genusPlants;dwc:familyPlants;dwc:taxonRemarksPlants;dwc:establishmentMeansPlants;ppi:habitPlants;ppi:selfIncompatabilityPlants;dwc:organismQuantityAnimals;dwc:scientificNameAnimals;dwc:genusAnimals;dwc:familyAnimals;dwc:subfamilyAnimals;dwc:orderAnimals;dwc:taxonRemarksAnimals;dwc:establishmentMeansAnimals;ppi:interactionType;ppi:resourceCollected;dwc:samplingProtocol;dwc:sampleSizeValue;dwc:samplingSizeUnit;Objective_of_Article_Chapter;Type_of_Analyses;Comments
9;Giselle Muschett;Spring - summer 2014- 2015;2016;Arismendi et al. 2016. Molecular detection of the tracheal mite Locustacarus buchneri in native and non-native bumble bees in Chile. Insectes Sociaux, 63, 629–633. doi: 10.1007/s00040-016-0502-2;Chile;;;Southern Chile, RM to Los Rios Region;-38.454;-73;-36;-40;40ºS - 36ºS, 73ºW;;;;;;;;;;;;;Bombus dahlbomii;Bombus;Apidae;;Hymenoptera;;native;;nectar;;;;Considering the negative effects of L. buchneri tracheal mite on bees, we develop a PCR-based method for specific detection of L. buchneri from bumble bee samples, through the design specific primers based on mitochondrial DNA of the cytochrome oxidase 1 (CO1) gene for detection of L. buchneri and used them to determine the presence and the prevalence of this tracheal mite in native and non-native bumble bees in Chile.;A Chi-square test was run to compare the L. buchneri infestation reported on native and non-native bumble bees in Chile.;
9;Giselle Muschett;Spring - summer 2014- 2015;2016;Arismendi et al. 2016. Molecular detection of the tracheal mite Locustacarus buchneri in native and non-native bumble bees in Chile. Insectes Sociaux, 63, 629–633. doi: 10.1007/s00040-016-0502-2;Chile;;;Southern Chile, RM to Los Rios Region;-38.454;-73;-36;-40;40ºS - 36ºS, 73ºW;;;;;;;;;;;;;Bombus terrestris;Bombus;Apidae;;Hymenoptera;;introduced;;nectar;;;;;;
9;Giselle Muschett;Spring - summer 2014- 2015;2016;Arismendi et al. 2016. Molecular detection of the tracheal mite Locustacarus buchneri in native and non-native bumble bees in Chile. Insectes Sociaux, 63, 629–633. doi: 10.1007/s00040-016-0502-2;Chile;;;Southern Chile, RM to Los Rios Region;-38.454;-73;-36;-40;40ºS - 36ºS, 73ºW;;;;;;;;;;;;;Bombus ruderatus;Bombus;Apidae;;Hymenoptera;;introduced;;nectar;;;;;;
10;Giselle Muschett;;1986;Arretz & Macfarlane. 1986. The introduction of Bombus ruderatus to Chile for red clover pollination. Bee World, 67(1), 15-22. doi: 10.1080/0005772X.1986.11098855;Chile;La Araucania;;Coipue, IX Region;;;;;;;;;1;Trifolium pratense;Trifolium;Fabaceae;;cultivated;;;1;Bombus ruderatus;Bombus;Apidae;;Hymenoptera;;introduced;pollinator;nectar;;;;Overview of the introduction of B. ruderatus from New Zealand to Chile in 1982 and 1983.;N/A;
11;Giselle Muschett;2014-2015 austral summer;2017;Arroyo et al. 2017. Functional role of long-lived flowers in preventing pollen limitation in a high elevation outcrossing species. AOB Plants, 9, plx050. doi: 10.1093/aobpla/plx050;Chile;Metropolitana de Santiago;;Farellones-Valle Nevado area ;-33;-70.3;;;33°S;2350;3075;2350-3075;1;Rhodolirium montanum;Rhodolirium;Amaryllidaceae;;native;;;;Megachile saulcyi;Megachile;Megachilidae;;Hymenoptera;;native;pollinator;nectar;focal observations;20;min;We investigated visitation rates and pollen limitation in high Andean Rhodolirium montanum. We test the hypothesis that lower visitation rates at high elevations are compensated for by the possession of long-lived flowers.;Visitation rates were expressed as the total number of visits per 20 min divided by the total number of flowers observed. We calculated hourly median visitation rates and temperatures 0900–1800 h. We calculated mean overall daily visitation rates and mean daily temperatures. We analysed pollen data in a non-paired design, using the seed/ovule ratio. Pollen limitation was analysed with a Zero-Inflated Negative Binomial (ZINB) model. ;
12;Giselle Muschett;;1994;Belmonte et al. 1994. Floral nectary structure and nectar composition in Eccremocarpus scaber (Bignoniaceae), a hummingbird-pollinated plant of central Chile. American Journal of Botany, 81(4), 493-503. doi: 10.2307/2445499;Chile;Metropolitana de Santiago;;Santuario de la Naturaleza Yerba Loca;-33;-70.313;;;33º S;1789;1789;1789;1;Eccremocarpus scaber;Eccremocarpus;Bignoniaceae;;native;;;1;Patagona gigas;Patagona;Trochilidae;;Apodiformes;;native;pollinator;nectar;;;;Surface features, anatomy, and ultrastructure of the floral nectary of Eccremocarpus scaber (Bignoniaceae), pollinated predominantly by the largest-knownh ummingbird (Patagona gigas gigas), were studied together  with nectar sugar content and secretion rate.;Descriptive study of plant morphology, key structures and nectar content and sugar ratio assessed. The low sucrose/hexose  ratio (0.25) and high nectary secretion force(nectar per flower biomass) places E. scaber close to large-bodied bat-pollinated plants.;
13;Giselle Muschett;January 1996 and January 1997;2000;Bernardello et al . 2000. Floral nectary structure and nectar chemical composition of some species from Robinson Crusoe Island (Chile). Canadian Journal of Botany, 78, 862-872.;Chile;Valparaiso;;Juan Fernandez, Isla Robinson Crusoe, V Region;-33;-78;;;;;;;12;Dendroseris litoralis;Dendroseris;Asteraceae;;native;;;;Sephanoides sephaniodes;Sephanoides;Trochilidae;;Apodiformes;;native;pollinator;nectar;;;;Analyses of nectary structure, nectar volume and concentration, and sugar nectar chemical composition of 11 native and one adventitious species that are mainly hummingbird pollinated. Nonsugar components of the nectar were also analysed when enough nectar was available. The aim is to understand of the plant–hummingbird interactions on this island.;Description of nectary structures, nectar chemistry, including sugar and non-sugar components. Statistical analysis of the association between population size or pollinator type with sugar composition (eight nectar sugar traits);
13;Giselle Muschett;January 1996 and January 1997;2000;Bernardello et al . 2000. Floral nectary structure and nectar chemical composition of some species from Robinson Crusoe Island (Chile). Canadian Journal of Botany, 78, 862-872.;Chile;Valparaiso;;Juan Fernandez, Isla Robinson Crusoe, V Region;-33;-78;;;;;;;;Dendroseris litoralis;Dendroseris;Asteraceae;;native;;;;Sephanoides fernandensis;Sephanoides;Trochilidae;;Apodiformes;;native;pollinator;nectar;;;;;;
13;Giselle Muschett;January 1996 and January 1997;2000;Bernardello et al . 2000. Floral nectary structure and nectar chemical composition of some species from Robinson Crusoe Island (Chile). Canadian Journal of Botany, 78, 862-872.;Chile;Valparaiso;;Juan Fernandez, Isla Robinson Crusoe, V Region;-33;-78;;;;;;;;Dendroseris neriifolia;Dendroseris;Asteraceae;;native;;;;;;;;;;;;;;;;;;
13;Giselle Muschett;January 1996 and January 1997;2000;Bernardello et al . 2000. Floral nectary structure and nectar chemical composition of some species from Robinson Crusoe Island (Chile). Canadian Journal of Botany, 78, 862-872.;Chile;Valparaiso;;Juan Fernandez, Isla Robinson Crusoe, V Region;-33;-78;;;;;;;;Berberis corymbosa;Berberis;Berberidaceae;;native;;;;;;;;;;;;;;;;;;
13;Giselle Muschett;January 1996 and January 1997;2000;Bernardello et al . 2000. Floral nectary structure and nectar chemical composition of some species from Robinson Crusoe Island (Chile). Canadian Journal of Botany, 78, 862-872.;Chile;Valparaiso;;Juan Fernandez, Isla Robinson Crusoe, V Region;-33;-78;;;;;;;;Lobelia tupa;Lobelia;Campanulaceae;;native;;;;Sephanoides sephaniodes;Sephanoides;Trochilidae;;Apodiformes;;native;pollinator;nectar;;;;;;
13;Giselle Muschett;January 1996 and January 1997;2000;Bernardello et al . 2000. Floral nectary structure and nectar chemical composition of some species from Robinson Crusoe Island (Chile). Canadian Journal of Botany, 78, 862-872.;Chile;Valparaiso;;Juan Fernandez, Isla Robinson Crusoe, V Region;-33;-78;;;;;;;;Lobelia tupa;Lobelia;Campanulaceae;;native;;;;Sephanoides fernandensis;Sephanoides;Trochilidae;;Apodiformes;;native;pollinator;nectar;;;;;;
13;Giselle Muschett;January 1996 and January 1997;2000;Bernardello et al . 2000. Floral nectary structure and nectar chemical composition of some species from Robinson Crusoe Island (Chile). Canadian Journal of Botany, 78, 862-872.;Chile;Valparaiso;;Juan Fernandez, Isla Robinson Crusoe, V Region;-33;-78;;;;;;;;Wahlenbergia berteroi;Wahlenbergia;Campanulaceae;;native;;self compatible;;;;;;;;;;;;;;;;
13;Giselle Muschett;January 1996 and January 1997;2000;Bernardello et al . 2000. Floral nectary structure and nectar chemical composition of some species from Robinson Crusoe Island (Chile). Canadian Journal of Botany, 78, 862-872.;Chile;Valparaiso;;Juan Fernandez, Isla Robinson Crusoe, V Region;-33;-78;;;;;;;;Wahlenbergia fernandeziana;Wahlenbergia;Campanulaceae;;native;;self compatible;;;;;;;;;;;;;;;;
13;Giselle Muschett;January 1996 and January 1997;2000;Bernardello et al . 2000. Floral nectary structure and nectar chemical composition of some species from Robinson Crusoe Island (Chile). Canadian Journal of Botany, 78, 862-872.;Chile;Valparaiso;;Juan Fernandez, Isla Robinson Crusoe, V Region;-33;-78;;;;;;;;Wahlenbergia fernandeziana × W. grahamiae;Wahlenbergia;Campanulaceae;;native;;self compatible;;;;;;;;;;;;;;;;
13;Giselle Muschett;January 1996 and January 1997;2000;Bernardello et al . 2000. Floral nectary structure and nectar chemical composition of some species from Robinson Crusoe Island (Chile). Canadian Journal of Botany, 78, 862-872.;Chile;Valparaiso;;Juan Fernandez, Isla Robinson Crusoe, V Region;-33;-78;;;;;;;;Pernettya rigida;Pernettya;Ericaceae;;native;;;;;;;;;;;;;;;;;;
13;Giselle Muschett;January 1996 and January 1997;2000;Bernardello et al . 2000. Floral nectary structure and nectar chemical composition of some species from Robinson Crusoe Island (Chile). Canadian Journal of Botany, 78, 862-872.;Chile;Valparaiso;;Juan Fernandez, Isla Robinson Crusoe, V Region;-33;-78;;;;;;;;Cuminia eriantha;Cuminia;Lamiaceae;;native;;;;Sephanoides sephaniodes;Sephanoides;Trochilidae;;Apodiformes;;native;pollinator;nectar;;;;;;
13;Giselle Muschett;January 1996 and January 1997;2000;Bernardello et al . 2000. Floral nectary structure and nectar chemical composition of some species from Robinson Crusoe Island (Chile). Canadian Journal of Botany, 78, 862-872.;Chile;Valparaiso;;Juan Fernandez, Isla Robinson Crusoe, V Region;-33;-78;;;;;;;;Cuminia eriantha;Cuminia;Lamiaceae;;native;;;;Sephanoides fernandensis;Sephanoides;Trochilidae;;Apodiformes;;native;pollinator;nectar;;;;;;
13;Giselle Muschett;January 1996 and January 1997;2000;Bernardello et al . 2000. Floral nectary structure and nectar chemical composition of some species from Robinson Crusoe Island (Chile). Canadian Journal of Botany, 78, 862-872.;Chile;Valparaiso;;Juan Fernandez, Isla Robinson Crusoe, V Region;-33;-78;;;;;;;;Escallonia callcottiae;Escallonia;Saxifragaceae;;native;;self compatible;;Sephanoides sephaniodes;Sephanoides;Trochilidae;;Apodiformes;;native;pollinator;nectar;;;;;;
13;Giselle Muschett;January 1996 and January 1997;2000;Bernardello et al . 2000. Floral nectary structure and nectar chemical composition of some species from Robinson Crusoe Island (Chile). Canadian Journal of Botany, 78, 862-872.;Chile;Valparaiso;;Juan Fernandez, Isla Robinson Crusoe, V Region;-33;-78;;;;;;;;Escallonia callcottiae;Escallonia;Saxifragaceae;;native;;self compatible;;Sephanoides fernandensis;Sephanoides;Trochilidae;;Apodiformes;;native;pollinator;nectar;;;;;;
13;Giselle Muschett;January 1996 and January 1997;2000;Bernardello et al . 2000. Floral nectary structure and nectar chemical composition of some species from Robinson Crusoe Island (Chile). Canadian Journal of Botany, 78, 862-872.;Chile;Valparaiso;;Juan Fernandez, Isla Robinson Crusoe, V Region;-33;-78;;;;;;;;Nicotiana cordifolia;Nicotiana;Solanaceae;;native;;;;Sephanoides sephaniodes;Sephanoides;Trochilidae;;Apodiformes;;native;pollinator;nectar;;;;;;
13;Giselle Muschett;January 1996 and January 1997;2000;Bernardello et al . 2000. Floral nectary structure and nectar chemical composition of some species from Robinson Crusoe Island (Chile). Canadian Journal of Botany, 78, 862-872.;Chile;Valparaiso;;Juan Fernandez, Isla Robinson Crusoe, V Region;-33;-78;;;;;;;;Nicotiana cordifolia;Nicotiana;Solanaceae;;native;;;;Sephanoides fernandensis;Sephanoides;Trochilidae;;Apodiformes;;native;pollinator;nectar;;;;;;
13;Giselle Muschett;January 1996 and January 1997;2000;Bernardello et al . 2000. Floral nectary structure and nectar chemical composition of some species from Robinson Crusoe Island (Chile). Canadian Journal of Botany, 78, 862-872.;Chile;Valparaiso;;Juan Fernandez, Isla Robinson Crusoe, V Region;-33;-78;;;;;;;;Rhaphithamnus venustus;Rhaphithamnus;Verbenaceae;;native;;;;Sephanoides sephaniodes;Sephanoides;Trochilidae;;Apodiformes;;native;pollinator;nectar;;;;;;
13;Giselle Muschett;January 1996 and January 1997;2000;Bernardello et al . 2000. Floral nectary structure and nectar chemical composition of some species from Robinson Crusoe Island (Chile). Canadian Journal of Botany, 78, 862-872.;Chile;Valparaiso;;Juan Fernandez, Isla Robinson Crusoe, V Region;-33;-78;;;;;;;;Rhaphithamnus venustus;Rhaphithamnus;Verbenaceae;;native;;;;Sephanoides fernandensis;Sephanoides;Trochilidae;;Apodiformes;;native;pollinator;nectar;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;14;Eryngium bupleuroides;Eryngium;Apiaceae;;native;shrub;;;Sephanoides sephaniodes;Sephanoides;Trochilidae;;Apodiformes;;native;pollinator;nectar;;;;A species-based review of reproduction and pollination, to identify generalizations associated with these systems, to understand the evolution of these features, and to utilize these data to promote conservation. Data recorded include habit, sexual system, flower size, shape, and color, and the hypothesized pollination system of the first colonizers. ;Results are presented as percentages. Pairwise comparisons of different features are tested for statistical association.;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Eryngium bupleuroides;Eryngium;Apiaceae;;native;shrub;;;Sephanoides fernandensis;Sephanoides;Trochilidae;;Apodiformes;;native;pollinator;nectar;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Eryngium bupleuroides;Eryngium;Apiaceae;;native;shrub;;;;;;;Diptera;;native;visitor;;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Centaurodendron dracaenoides;Centaurodendron;Asteraceae;;native;;;;Sephanoides sephaniodes;Sephanoides;Trochilidae;;Apodiformes;;native;pollinator;nectar;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Centaurodendron dracaenoides;Centaurodendron;Asteraceae;;native;;;;Sephanoides fernandensis;Sephanoides;Trochilidae;;Apodiformes;;native;pollinator;nectar;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Centaurodendron palmiforme;Centaurodendron;Asteraceae;;native;;;;;;;;Diptera;;native;visitor;;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Dendroseris litoralis;Dendroseris;Asteraceae;;native;shrub;self compatible;;;;;;Diptera;;native;visitor;;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Dendroseris litoralis;Dendroseris;Asteraceae;;native;shrub;self compatible;;;;;;Lepidoptera;;native;visitor;;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Dendroseris neriifolia;Dendroseris;Asteraceae;;native;shrub;self incompatible;;;;;;Diptera;;native;visitor;;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Dendroseris neriifolia;Dendroseris;Asteraceae;;native;shrub;self incompatible;;;;;;Lepidoptera;;native;visitor;;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Robinsonia sp.;Robinsonia;Asteraceae;;native;;;;;;;;Diptera;;native;visitor;;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Berberis corymbosa;Berberis;Berberidaceae;;native;shrub;self incompatible;;;;;;Coleoptera;;native;visitor;;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Wahlenbergia berteroi;Wahlenbergia;Campanulaceae;;native;shrub;self compatible;;;;Formicidae;;Hymenoptera;;native;visitor;;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Wahlenbergia berteroi;Wahlenbergia;Campanulaceae;;native;shrub;self compatible;;;;;;Diptera;;native;visitor;;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Wahlenbergia fernandeziana;Wahlenbergia;Campanulaceae;;native;shrub;self compatible;;;;;;Lepidoptera;;native;visitor;;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Wahlenbergia fernandeziana;Wahlenbergia;Campanulaceae;;native;shrub;self compatible;;;;Formicidae;;Hymenoptera;;native;visitor;;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Wahlenbergia grahamiae;Wahlenbergia;Campanulaceae;;native;shrub;;;;;;;Lepidoptera;;native;visitor;;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Wahlenbergia fernandeziana × W. grahamiae;Wahlenbergia;Campanulaceae;;native;shrub;self compatible;;;;;;Lepidoptera;;native;visitor;;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Wahlenbergia fernandeziana × W. grahamiae;Wahlenbergia;Campanulaceae;;native;shrub;self compatible;;;;Formicidae;;Hymenoptera;;native;visitor;;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Wahlenbergia fernandeziana × W. grahamiae;Wahlenbergia;Campanulaceae;;native;shrub;self compatible;;;;Apidae;;Hymenoptera;;native;visitor;;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Sophora fernandeziana;Sophora;Fabaceae;;native;tree;;;Sephanoides sephaniodes;Sephanoides;Trochilidae;;Apodiformes;;native;pollinator;nectar;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Sophora fernandeziana;Sophora;Fabaceae;;native;tree;;;Sephanoides fernandensis;Sephanoides;Trochilidae;;Apodiformes;;native;pollinator;nectar;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Cuminia eriantha;Cuminia;Lamiaceae;;native;shrub;;;Sephanoides sephaniodes;Sephanoides;Trochilidae;;Apodiformes;;native;pollinator;nectar;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Cuminia eriantha;Cuminia;Lamiaceae;;native;shrub;;;Sephanoides fernandensis;Sephanoides;Trochilidae;;Apodiformes;;native;pollinator;nectar;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Notanthera heterophylla;Notanthera;Loranthaceae;;native;shrub;;;Sephanoides sephaniodes;Sephanoides;Trochilidae;;Apodiformes;;native;pollinator;nectar;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Notanthera heterophylla;Notanthera;Loranthaceae;;native;shrub;;;Sephanoides fernandensis;Sephanoides;Trochilidae;;Apodiformes;;native;pollinator;nectar;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Escallonia callcottiae;Escallonia;Saxifragaceae;;native;tree;self compatible;;Sephanoides sephaniodes;Sephanoides;Trochilidae;;Apodiformes;;native;pollinator;nectar;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Escallonia callcottiae;Escallonia;Saxifragaceae;;native;tree;self compatible;;Sephanoides fernandensis;Sephanoides;Trochilidae;;Apodiformes;;native;pollinator;nectar;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Escallonia callcottiae;Escallonia;Saxifragaceae;;native;tree;self compatible;;;;;;Diptera;;native;visitor;;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Escallonia callcottiae;Escallonia;Saxifragaceae;;native;tree;self compatible;;;;;;Lepidoptera;;native;visitor;;;;;;;
14;Giselle Muschett;;2001;Bernardello et al. 2001. A survey of floral traits, breeding systems, floral visitors, and pollination systems of the angiosperms of the Juan Fernández Islands (Chile). The Botanical Review, 67(3), 256-308. doi: 10.1007/BF02858097;Chile;Valparaiso;;Juan Fernandez, V Region;-33;-78;;;33° S, 78° W;;;;;Nicotiana cordifolia;Nicotiana;Solanaceae;;native;shrub;self compatible;;Sephanoides sephaniodes;Sephanoides;Trochilidae;;Apodiformes;;native;pollinator;nectar;;;;;;
